GHG Constraint,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechCost,,,,,,
,,,,,,
region,supplysector,tranSubsector,stub-technology,period,minicam-non-energy-input,input-cost
DC,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
DC,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
DC,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
DC,trn_freight_road,Light truck,BEV,2025,non-energy,0.1916
DC,trn_freight_road,Light truck,BEV,2030,non-energy,0.1808
DC,trn_freight_road,Light truck,BEV,2035,non-energy,0.1808
DC,trn_freight_road,Light truck,BEV,2040,non-energy,0.1808
DC,trn_freight_road,Light truck,BEV,2045,non-energy,0.178992
DC,trn_freight_road,Light truck,BEV,2050,non-energy,0.178992
DC,trn_freight_road,Light truck,BEV,2055,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2060,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2065,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2070,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2075,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2080,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2085,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2090,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2095,non-energy,0.177184
DC,trn_freight_road,Light truck,BEV,2100,non-energy,0.177184
DC,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
DC,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
DC,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
DC,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
DC,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
DC,trn_freight_road,Light truck,FCEV,2025,non-energy,0.2289
DC,trn_freight_road,Light truck,FCEV,2030,non-energy,0.2024
DC,trn_freight_road,Light truck,FCEV,2035,non-energy,0.2024
DC,trn_freight_road,Light truck,FCEV,2040,non-energy,0.1988
DC,trn_freight_road,Light truck,FCEV,2045,non-energy,0.193248
DC,trn_freight_road,Light truck,FCEV,2050,non-energy,0.189684
DC,trn_freight_road,Light truck,FCEV,2055,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2060,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2065,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2070,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2075,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2080,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2085,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2090,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2095,non-energy,0.187768
DC,trn_freight_road,Light truck,FCEV,2100,non-energy,0.187768
DC,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
DC,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
DC,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
DC,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
DC,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
DC,trn_freight_road,Medium truck,BEV,2025,non-energy,0.3938
DC,trn_freight_road,Medium truck,BEV,2030,non-energy,0.3826
DC,trn_freight_road,Medium truck,BEV,2035,non-energy,0.3714
DC,trn_freight_road,Medium truck,BEV,2040,non-energy,0.3602
DC,trn_freight_road,Medium truck,BEV,2045,non-energy,0.34551
DC,trn_freight_road,Medium truck,BEV,2050,non-energy,0.334422
DC,trn_freight_road,Medium truck,BEV,2055,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2060,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2065,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2070,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2075,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2080,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2085,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2090,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2095,non-energy,0.331044
DC,trn_freight_road,Medium truck,BEV,2100,non-energy,0.331044
DC,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
DC,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
DC,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
DC,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
DC,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
DC,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.3623
