GHG Constraint,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechCost,,,,,,
,,,,,,
region,supplysector,tranSubsector,stub-technology,period,minicam-non-energy-input,input-cost
NE,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.389752
NE,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.385323
NE,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
NE,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
NE,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
NE,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
NE,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
NE,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.325754
NE,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.30048
NE,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.276208
NE,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.270382
NE,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.276804
NE,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.285917
NE,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.330214
NE,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.382565
NE,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.382565
NE,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.374511
NE,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.350349
NE,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.354376
NE,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.358403
NE,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.366457
NE,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.354376
NE,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.350349
NE,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
NE,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
NE,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
NE,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
NE,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
NE,trn_freight_road,Light truck,BEV,2025,non-energy,0.128372
NE,trn_freight_road,Light truck,BEV,2030,non-energy,0.115712
NE,trn_freight_road,Light truck,BEV,2035,non-energy,0.110288
NE,trn_freight_road,Light truck,BEV,2040,non-energy,0.112096
NE,trn_freight_road,Light truck,BEV,2045,non-energy,0.119328
NE,trn_freight_road,Light truck,BEV,2050,non-energy,0.128368
NE,trn_freight_road,Light truck,BEV,2055,non-energy,0.148256
NE,trn_freight_road,Light truck,BEV,2060,non-energy,0.17176
NE,trn_freight_road,Light truck,BEV,2065,non-energy,0.17176
NE,trn_freight_road,Light truck,BEV,2070,non-energy,0.168144
NE,trn_freight_road,Light truck,BEV,2075,non-energy,0.157296
NE,trn_freight_road,Light truck,BEV,2080,non-energy,0.159104
NE,trn_freight_road,Light truck,BEV,2085,non-energy,0.160912
NE,trn_freight_road,Light truck,BEV,2090,non-energy,0.164528
NE,trn_freight_road,Light truck,BEV,2095,non-energy,0.159104
NE,trn_freight_road,Light truck,BEV,2100,non-energy,0.157296
NE,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
NE,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
NE,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
NE,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
NE,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
NE,trn_freight_road,Light truck,FCEV,2025,non-energy,0.153363
NE,trn_freight_road,Light truck,FCEV,2030,non-energy,0.129536
NE,trn_freight_road,Light truck,FCEV,2035,non-energy,0.123464
NE,trn_freight_road,Light truck,FCEV,2040,non-energy,0.123256
NE,trn_freight_road,Light truck,FCEV,2045,non-energy,0.128832
NE,trn_freight_road,Light truck,FCEV,2050,non-energy,0.136036
NE,trn_freight_road,Light truck,FCEV,2055,non-energy,0.157112
NE,trn_freight_road,Light truck,FCEV,2060,non-energy,0.18202
NE,trn_freight_road,Light truck,FCEV,2065,non-energy,0.18202
NE,trn_freight_road,Light truck,FCEV,2070,non-energy,0.178188
NE,trn_freight_road,Light truck,FCEV,2075,non-energy,0.166692
NE,trn_freight_road,Light truck,FCEV,2080,non-energy,0.168608
NE,trn_freight_road,Light truck,FCEV,2085,non-energy,0.170524
NE,trn_freight_road,Light truck,FCEV,2090,non-energy,0.174356
NE,trn_freight_road,Light truck,FCEV,2095,non-energy,0.168608
NE,trn_freight_road,Light truck,FCEV,2100,non-energy,0.166692
NE,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
NE,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
NE,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
NE,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
NE,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
NE,trn_freight_road,Medium truck,BEV,2025,non-energy,0.263846
NE,trn_freight_road,Medium truck,BEV,2030,non-energy,0.244864
NE,trn_freight_road,Medium truck,BEV,2035,non-energy,0.226554
NE,trn_freight_road,Medium truck,BEV,2040,non-energy,0.223324
NE,trn_freight_road,Medium truck,BEV,2045,non-energy,0.23034
NE,trn_freight_road,Medium truck,BEV,2050,non-energy,0.239838
NE,trn_freight_road,Medium truck,BEV,2055,non-energy,0.276996
NE,trn_freight_road,Medium truck,BEV,2060,non-energy,0.32091
NE,trn_freight_road,Medium truck,BEV,2065,non-energy,0.32091
NE,trn_freight_road,Medium truck,BEV,2070,non-energy,0.314154
NE,trn_freight_road,Medium truck,BEV,2075,non-energy,0.293886
NE,trn_freight_road,Medium truck,BEV,2080,non-energy,0.297264
NE,trn_freight_road,Medium truck,BEV,2085,non-energy,0.300642
NE,trn_freight_road,Medium truck,BEV,2090,non-energy,0.307398
NE,trn_freight_road,Medium truck,BEV,2095,non-energy,0.297264
NE,trn_freight_road,Medium truck,BEV,2100,non-energy,0.293886
NE,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
NE,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
NE,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
NE,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
NE,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
NE,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.242741
NE,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.2288
NE,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.215147
NE,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.215698
NE,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.226512
NE,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.240264
NE,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.277488
NE,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.32148
NE,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.32148
NE,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.314712
NE,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.294408
NE,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.297792
NE,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.301176
NE,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.307944
NE,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.297792
NE,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.294408
NE,trn_pass_road,Bus,BEV,1990,non-energy,2.07
NE,trn_pass_road,Bus,BEV,2005,non-energy,2.07
NE,trn_pass_road,Bus,BEV,2010,non-energy,2.07
NE,trn_pass_road,Bus,BEV,2015,non-energy,2.07
NE,trn_pass_road,Bus,BEV,2020,non-energy,2.07
NE,trn_pass_road,Bus,BEV,2025,non-energy,0.990327
NE,trn_pass_road,Bus,BEV,2030,non-energy,0.911232
NE,trn_pass_road,Bus,BEV,2035,non-energy,0.835334
NE,trn_pass_road,Bus,BEV,2040,non-energy,0.815362
NE,trn_pass_road,Bus,BEV,2045,non-energy,0.832128
NE,trn_pass_road,Bus,BEV,2050,non-energy,0.856544
NE,trn_pass_road,Bus,BEV,2055,non-energy,0.989248
NE,trn_pass_road,Bus,BEV,2060,non-energy,1.14608
NE,trn_pass_road,Bus,BEV,2065,non-energy,1.14608
NE,trn_pass_road,Bus,BEV,2070,non-energy,1.121952
NE,trn_pass_road,Bus,BEV,2075,non-energy,1.049568
NE,trn_pass_road,Bus,BEV,2080,non-energy,1.061632
NE,trn_pass_road,Bus,BEV,2085,non-energy,1.073696
NE,trn_pass_road,Bus,BEV,2090,non-energy,1.097824
NE,trn_pass_road,Bus,BEV,2095,non-energy,1.061632
NE,trn_pass_road,Bus,BEV,2100,non-energy,1.049568
NE,trn_pass_road,Bus,FCEV,1990,non-energy,1.4364
NE,trn_pass_road,Bus,FCEV,2005,non-energy,1.4364
NE,trn_pass_road,Bus,FCEV,2010,non-energy,1.4364
NE,trn_pass_road,Bus,FCEV,2015,non-energy,1.4364
NE,trn_pass_road,Bus,FCEV,2020,non-energy,1.4364
NE,trn_pass_road,Bus,FCEV,2025,non-energy,0.88909
NE,trn_pass_road,Bus,FCEV,2030,non-energy,0.842624
NE,trn_pass_road,Bus,FCEV,2035,non-energy,0.796721
NE,trn_pass_road,Bus,FCEV,2040,non-energy,0.803334
NE,trn_pass_road,Bus,FCEV,2045,non-energy,0.848298
NE,trn_pass_road,Bus,FCEV,2050,non-energy,0.905108
NE,trn_pass_road,Bus,FCEV,2055,non-energy,1.045336
NE,trn_pass_road,Bus,FCEV,2060,non-energy,1.21106
NE,trn_pass_road,Bus,FCEV,2065,non-energy,1.21106
NE,trn_pass_road,Bus,FCEV,2070,non-energy,1.185564
NE,trn_pass_road,Bus,FCEV,2075,non-energy,1.109076
NE,trn_pass_road,Bus,FCEV,2080,non-energy,1.121824
NE,trn_pass_road,Bus,FCEV,2085,non-energy,1.134572
NE,trn_pass_road,Bus,FCEV,2090,non-energy,1.160068
NE,trn_pass_road,Bus,FCEV,2095,non-energy,1.121824
NE,trn_pass_road,Bus,FCEV,2100,non-energy,1.109076
NE,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.5883
NE,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.5883
NE,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.5654
NE,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.5425
NE,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.5196
NE,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.347127
NE,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.33056
NE,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.314089
NE,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.318246
NE,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.337788
NE,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.362242
NE,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.417052
NE,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.481745
NE,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.480225
NE,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.468627
NE,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.437001
NE,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.440704
NE,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.444288
NE,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.452816
NE,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.43648
NE,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.43152
NE,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.2668
NE,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.2668
NE,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2668
NE,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2668
NE,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2668
NE,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.164552
NE,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.143552
NE,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.136823
NE,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.139066
NE,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.148038
NE,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.159253
NE,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.183926
NE,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.213085
NE,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.213085
NE,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.208599
NE,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.195141
NE,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.197384
NE,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.199627
NE,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.204113
NE,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.197384
NE,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.195141
NE,trn_pass_road_LDV_4W,Car,FCEV,1990,non-energy,0.355
NE,trn_pass_road_LDV_4W,Car,FCEV,2005,non-energy,0.355
NE,trn_pass_road_LDV_4W,Car,FCEV,2010,non-energy,0.355
NE,trn_pass_road_LDV_4W,Car,FCEV,2015,non-energy,0.355
NE,trn_pass_road_LDV_4W,Car,FCEV,2020,non-energy,0.355
NE,trn_pass_road_LDV_4W,Car,FCEV,2025,non-energy,0.20636
NE,trn_pass_road_LDV_4W,Car,FCEV,2030,non-energy,0.16704
NE,trn_pass_road_LDV_4W,Car,FCEV,2035,non-energy,0.15921
NE,trn_pass_road_LDV_4W,Car,FCEV,2040,non-energy,0.157852
NE,trn_pass_road_LDV_4W,Car,FCEV,2045,non-energy,0.163746
NE,trn_pass_road_LDV_4W,Car,FCEV,2050,non-energy,0.171607
NE,trn_pass_road_LDV_4W,Car,FCEV,2055,non-energy,0.197866
NE,trn_pass_road_LDV_4W,Car,FCEV,2060,non-energy,0.228855
NE,trn_pass_road_LDV_4W,Car,FCEV,2065,non-energy,0.228475
NE,trn_pass_road_LDV_4W,Car,FCEV,2070,non-energy,0.223293
NE,trn_pass_road_LDV_4W,Car,FCEV,2075,non-energy,0.208452
NE,trn_pass_road_LDV_4W,Car,FCEV,2080,non-energy,0.210496
NE,trn_pass_road_LDV_4W,Car,FCEV,2085,non-energy,0.212532
NE,trn_pass_road_LDV_4W,Car,FCEV,2090,non-energy,0.216944
NE,trn_pass_road_LDV_4W,Car,FCEV,2095,non-energy,0.20944
NE,trn_pass_road_LDV_4W,Car,FCEV,2100,non-energy,0.20706
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,0.4024
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.4024
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.4024
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4024
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4032
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.249106
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.217856
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.207644
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.211048
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.224664
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.241684
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.279128
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.32338
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.32338
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.316572
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.296148
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.299552
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.302956
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.309764
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.299552
NE,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.296148
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,non-energy,0.5308
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,non-energy,0.5308
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,non-energy,0.5308
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,non-energy,0.5308
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,non-energy,0.5324
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,non-energy,0.309741
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,non-energy,0.251008
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,non-energy,0.239242
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,non-energy,0.237274
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,non-energy,0.246246
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,non-energy,0.258156
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,non-energy,0.29766
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,non-energy,0.34428
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,non-energy,0.34371
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,non-energy,0.335916
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,non-energy,0.313722
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,non-energy,0.3168
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,non-energy,0.319866
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,non-energy,0.326508
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,non-energy,0.315216
NE,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,non-energy,0.311634
NH,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
NH,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
NH,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
NH,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
NH,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
NH,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.755027
NH,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.684684
NH,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.61425
NH,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.543816
NH,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.473382
NH,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.394181
NH,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.389752
NH,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.372036
NH,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.363178
NH,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.367607
NH,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.363178
NH,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.363178
NH,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.363178
NH,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.363178
NH,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.367607
NH,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.367607
NH,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
NH,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
NH,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
NH,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
NH,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
NH,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.442442
NH,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.427245
NH,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.412048
NH,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.396851
NH,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.381654
NH,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.358403
NH,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.354376
NH,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.338268
NH,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.330214
NH,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.334241
NH,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.330214
NH,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.330214
NH,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.330214
NH,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.330214
NH,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.334241
NH,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.334241
NH,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
NH,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
NH,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
NH,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
NH,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
NH,trn_freight_road,Light truck,BEV,2025,non-energy,0.174356
NH,trn_freight_road,Light truck,BEV,2030,non-energy,0.164528
NH,trn_freight_road,Light truck,BEV,2035,non-energy,0.164528
NH,trn_freight_road,Light truck,BEV,2040,non-energy,0.164528
NH,trn_freight_road,Light truck,BEV,2045,non-energy,0.164528
NH,trn_freight_road,Light truck,BEV,2050,non-energy,0.160912
NH,trn_freight_road,Light truck,BEV,2055,non-energy,0.159104
NH,trn_freight_road,Light truck,BEV,2060,non-energy,0.151872
NH,trn_freight_road,Light truck,BEV,2065,non-energy,0.148256
NH,trn_freight_road,Light truck,BEV,2070,non-energy,0.150064
NH,trn_freight_road,Light truck,BEV,2075,non-energy,0.148256
NH,trn_freight_road,Light truck,BEV,2080,non-energy,0.148256
NH,trn_freight_road,Light truck,BEV,2085,non-energy,0.148256
NH,trn_freight_road,Light truck,BEV,2090,non-energy,0.148256
NH,trn_freight_road,Light truck,BEV,2095,non-energy,0.150064
NH,trn_freight_road,Light truck,BEV,2100,non-energy,0.150064
NH,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
NH,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
NH,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
NH,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
NH,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
NH,trn_freight_road,Light truck,FCEV,2025,non-energy,0.208299
NH,trn_freight_road,Light truck,FCEV,2030,non-energy,0.184184
NH,trn_freight_road,Light truck,FCEV,2035,non-energy,0.184184
NH,trn_freight_road,Light truck,FCEV,2040,non-energy,0.180908
NH,trn_freight_road,Light truck,FCEV,2045,non-energy,0.177632
NH,trn_freight_road,Light truck,FCEV,2050,non-energy,0.170524
NH,trn_freight_road,Light truck,FCEV,2055,non-energy,0.168608
NH,trn_freight_road,Light truck,FCEV,2060,non-energy,0.160944
NH,trn_freight_road,Light truck,FCEV,2065,non-energy,0.157112
NH,trn_freight_road,Light truck,FCEV,2070,non-energy,0.159028
NH,trn_freight_road,Light truck,FCEV,2075,non-energy,0.157112
NH,trn_freight_road,Light truck,FCEV,2080,non-energy,0.157112
NH,trn_freight_road,Light truck,FCEV,2085,non-energy,0.157112
NH,trn_freight_road,Light truck,FCEV,2090,non-energy,0.157112
NH,trn_freight_road,Light truck,FCEV,2095,non-energy,0.159028
NH,trn_freight_road,Light truck,FCEV,2100,non-energy,0.159028
NH,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
NH,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
NH,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
NH,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
NH,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
NH,trn_freight_road,Medium truck,BEV,2025,non-energy,0.358358
NH,trn_freight_road,Medium truck,BEV,2030,non-energy,0.348166
NH,trn_freight_road,Medium truck,BEV,2035,non-energy,0.337974
NH,trn_freight_road,Medium truck,BEV,2040,non-energy,0.327782
NH,trn_freight_road,Medium truck,BEV,2045,non-energy,0.31759
NH,trn_freight_road,Medium truck,BEV,2050,non-energy,0.300642
NH,trn_freight_road,Medium truck,BEV,2055,non-energy,0.297264
NH,trn_freight_road,Medium truck,BEV,2060,non-energy,0.283752
NH,trn_freight_road,Medium truck,BEV,2065,non-energy,0.276996
NH,trn_freight_road,Medium truck,BEV,2070,non-energy,0.280374
NH,trn_freight_road,Medium truck,BEV,2075,non-energy,0.276996
NH,trn_freight_road,Medium truck,BEV,2080,non-energy,0.276996
NH,trn_freight_road,Medium truck,BEV,2085,non-energy,0.276996
NH,trn_freight_road,Medium truck,BEV,2090,non-energy,0.276996
NH,trn_freight_road,Medium truck,BEV,2095,non-energy,0.280374
NH,trn_freight_road,Medium truck,BEV,2100,non-energy,0.280374
NH,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
NH,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
NH,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
NH,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
NH,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
NH,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.329693
NH,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.325325
NH,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.320957
NH,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.316589
NH,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.312312
NH,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.301176
NH,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.297792
NH,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.284256
NH,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.277488
NH,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.280872
NH,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.277488
NH,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.277488
NH,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.277488
NH,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.277488
NH,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.280872
NH,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.280872
NH,trn_pass_road,Bus,BEV,1990,non-energy,2.07
NH,trn_pass_road,Bus,BEV,2005,non-energy,2.07
NH,trn_pass_road,Bus,BEV,2010,non-energy,2.07
NH,trn_pass_road,Bus,BEV,2015,non-energy,2.07
NH,trn_pass_road,Bus,BEV,2020,non-energy,2.07
NH,trn_pass_road,Bus,BEV,2025,non-energy,1.345071
